6520.0    0.00001
6530.0    0.00001
6540.0    0.00001
6550.0    0.00000
6560.0    0.00000
6570.0    0.00001
6580.0    0.00001
6590.0    0.00001
6600.0    0.00003
6610.0    0.00007
6620.0    0.00007
6630.0    0.00004
6640.0    0.00002
6650.0    0.00002
6660.0    0.00001
6670.0    0.00001
6680.0    0.00001
6690.0    0.00001
6700.0    0.00001
6710.0    0.00002
6720.0    0.00002
6730.0    0.00002
6740.0    0.00002
6750.0    0.00002
6760.0    0.00002
6770.0    0.00003
6780.0    0.00003
6790.0    0.00005
6800.0    0.00008
6810.0    0.00014
6820.0    0.00027
6830.0    0.00062
6840.0    0.00169
6850.0    0.00595
6860.0    0.02740
6870.0    0.08850
6880.0    0.11000
6890.0    0.10300
6900.0    0.13300
6910.0    0.23700
6920.0    0.47800
6930.0    0.81700
6940.0    0.97100
6950.0    0.95200
6960.0    0.94300
6970.0    0.96700
6980.0    0.98600
6990.0    0.98400
7000.0    0.97700
7010.0    0.97700
7020.0    0.98400
7030.0    0.98800
7040.0    0.98000
7050.0    0.96600
7060.0    0.96000
7070.0    0.96400
7080.0    0.97300
7090.0    0.98400
7100.0    0.98800
7110.0    0.98600
7120.0    0.98200
7130.0    0.98100
7140.0    0.98100
7150.0    0.98300
7160.0    0.98400
7170.0    0.98400
7180.0    0.98200
7190.0    0.98000
7200.0    0.98200
7210.0    0.98500
7220.0    0.98800
7230.0    0.99000
7240.0    0.99000
7250.0    0.98800
7260.0    0.98700
7270.0    0.98700
7280.0    0.98700
7290.0    0.98800
7300.0    0.98700
7310.0    0.98400
7320.0    0.98100
7330.0    0.98200
7340.0    0.98100
7350.0    0.98500
7360.0    0.98600
7370.0    0.98700
7380.0    0.98500
7390.0    0.98400
7400.0    0.98000
7410.0    0.97800
7420.0    0.98000
7430.0    0.98200
7440.0    0.98800
7450.0    0.99000
7460.0    0.99100
7470.0    0.98800
7480.0    0.98500
7490.0    0.98000
7500.0    0.97800
7510.0    0.97700
7520.0    0.97900
7530.0    0.98000
7540.0    0.98300
7550.0    0.98500
7560.0    0.99000
7570.0    0.98900
7580.0    0.98600
7590.0    0.98500
7600.0    0.98300
7610.0    0.98300
7620.0    0.98400
7630.0    0.98600
7640.0    0.99100
7650.0    0.99200
7660.0    0.99100
7670.0    0.98900
7680.0    0.98500
7690.0    0.98200
7700.0    0.97900
7710.0    0.97800
7720.0    0.98200
7730.0    0.98400
7740.0    0.98800
7750.0    0.98900
7760.0    0.99500
7770.0    0.98900
7780.0    0.98900
7790.0    0.98600
7800.0    0.98800
7810.0    0.98800
7820.0    0.98600
7830.0    0.98600
7840.0    0.98700
7850.0    0.98600
7860.0    0.98900
7870.0    0.98900
7880.0    0.99000
7890.0    0.98800
7900.0    0.98900
7910.0    0.99100
7920.0    0.99000
7930.0    0.99100
7940.0    0.99100
7950.0    0.99100
7960.0    0.99000
7970.0    0.99100
7980.0    0.99000
7990.0    0.99300
8000.0    0.99100
8010.0    0.99200
8020.0    0.99200
8030.0    0.99200
8040.0    0.99100
8050.0    0.99200
8060.0    0.99200
8070.0    0.99100
8080.0    0.99000
8090.0    0.99100
8100.0    0.99100
8110.0    0.99100
8120.0    0.99000
8130.0    0.99000
8140.0    0.99100
8150.0    0.99100
8160.0    0.99100
8170.0    0.99100
8180.0    0.99100
8190.0    0.99200
8200.0    0.99300
8210.0    0.99300
8220.0    0.99300
8230.0    0.99300
8240.0    0.99400
8250.0    0.99500
8260.0    0.99400
8270.0    0.99400
8280.0    0.99300
8290.0    0.99400
8300.0    0.98900
8310.0    0.98100
8320.0    0.96700
8330.0    0.94600
8340.0    0.91800
8350.0    0.87500
8360.0    0.83200
8370.0    0.79100
8380.0    0.73800
8390.0    0.67900
8400.0    0.61900
8410.0    0.55900
8420.0    0.49700
8430.0    0.43900
8440.0    0.39000
8450.0    0.36400
8460.0    0.31300
8470.0    0.29100
8480.0    0.24300
8490.0    0.21100
8500.0    0.18300
8510.0    0.15600
8520.0    0.13100
8530.0    0.10900
8540.0    0.08830
8550.0    0.07000
8560.0    0.05440
8570.0    0.04100
8580.0    0.02970
8590.0    0.02060
8600.0    0.01360
8610.0    0.00812
8620.0    0.00441
8630.0    0.00220
8640.0    0.00099
8650.0    0.00046
8660.0    0.00030
